Date,Open,High,Low,Close,Adj Close,Volume
2017-05-26,8725.000000,8775.000000,8675.000000,8750.000000,7721.573242,21515800
2017-05-29,8725.000000,8750.000000,8625.000000,8700.000000,7677.450195,17837200
2017-05-30,8625.000000,8725.000000,8625.000000,8675.000000,7655.389648,18482400
2017-05-31,8625.000000,8750.000000,8625.000000,8750.000000,7721.573242,40011500
2017-06-01,8750.000000,8750.000000,8750.000000,8750.000000,7721.573242,0
2017-06-02,8750.000000,9000.000000,8725.000000,9000.000000,7942.189453,34516200
2017-06-05,9000.000000,9050.000000,8925.000000,9000.000000,7942.189453,26482300
2017-06-06,8975.000000,9025.000000,8825.000000,8875.000000,7831.881836,31668900
2017-06-07,8950.000000,8950.000000,8850.000000,8900.000000,7853.944336,13672900
2017-06-08,8850.000000,8900.000000,8825.000000,8825.000000,7787.759766,12097300
2017-06-09,8750.000000,8750.000000,8650.000000,8650.000000,7633.327148,20044400
2017-06-12,8675.000000,8850.000000,8675.000000,8725.000000,7699.510742,12909000
2017-06-13,8725.000000,8825.000000,8725.000000,8800.000000,7765.697266,16459600
2017-06-14,8850.000000,9150.000000,8775.000000,9150.000000,8074.560547,21545600
2017-06-15,8900.000000,8925.000000,8850.000000,8900.000000,7853.944336,23078400
2017-06-16,8900.000000,8925.000000,8725.000000,8725.000000,7699.510742,53399700
2017-06-19,8725.000000,8800.000000,8725.000000,8725.000000,7699.510742,19307300
2017-06-20,8725.000000,8975.000000,8700.000000,8950.000000,7898.065918,37530000
2017-06-21,8725.000000,9025.000000,8725.000000,8900.000000,7853.944336,45981300
2017-06-22,8950.000000,8975.000000,8750.000000,8925.000000,7876.005859,45673700
2017-06-23,8925.000000,8925.000000,8925.000000,8925.000000,7876.005859,0
2017-06-26,8925.000000,8925.000000,8925.000000,8925.000000,7876.005859,0
2017-06-27,8925.000000,8925.000000,8925.000000,8925.000000,7876.005859,0
2017-06-28,8925.000000,8925.000000,8925.000000,8925.000000,7876.005859,0
2017-06-29,8925.000000,8925.000000,8925.000000,8925.000000,7876.005859,0
2017-06-30,8925.000000,8925.000000,8925.000000,8925.000000,7876.005859,0
2017-07-03,8950.000000,9025.000000,8725.000000,8775.000000,7743.634766,60820600
2017-07-04,8825.000000,8825.000000,8700.000000,8775.000000,7743.634766,27327700
2017-07-05,8800.000000,8825.000000,8750.000000,8800.000000,7765.697266,49131100
2017-07-06,8750.000000,8825.000000,8750.000000,8800.000000,7765.697266,33107000
2017-07-07,8800.000000,8850.000000,8725.000000,8775.000000,7743.634766,31017800
2017-07-10,8775.000000,8825.000000,8725.000000,8775.000000,7743.634766,27066400
2017-07-11,8775.000000,8800.000000,8700.000000,8725.000000,7699.510742,28895800
2017-07-12,8700.000000,8750.000000,8650.000000,8725.000000,7699.510742,36580200
2017-07-13,8800.000000,8800.000000,8700.000000,8725.000000,7699.510742,65107500
2017-07-14,8750.000000,8750.000000,8700.000000,8725.000000,7699.510742,34370300
2017-07-17,8725.000000,8750.000000,8675.000000,8725.000000,7699.510742,20377100
2017-07-18,8700.000000,8725.000000,8650.000000,8675.000000,7655.389648,26018200
2017-07-19,8675.000000,8675.000000,8450.000000,8475.000000,7478.895020,86130500
2017-07-20,8500.000000,8550.000000,8475.000000,8550.000000,7545.080078,22992700
2017-07-21,8525.000000,8525.000000,8200.000000,8200.000000,7236.217773,46991000
2017-07-24,8200.000000,8225.000000,8000.000000,8225.000000,7258.279297,61331300
2017-07-25,8250.000000,8250.000000,8050.000000,8100.000000,7147.971680,71959500
2017-07-26,8200.000000,8200.000000,8050.000000,8100.000000,7147.971680,42348400
2017-07-27,8050.000000,8150.000000,8050.000000,8075.000000,7125.909180,33556800
2017-07-28,8075.000000,8075.000000,7900.000000,7950.000000,7015.601074,96029800
2017-07-31,7925.000000,8100.000000,7900.000000,7975.000000,7037.662598,57540900
2017-08-01,7975.000000,7975.000000,7800.000000,7850.000000,6927.354492,75196300
2017-08-02,7825.000000,7900.000000,7725.000000,7825.000000,6905.292969,61600300
2017-08-03,7825.000000,7825.000000,7725.000000,7775.000000,6861.169922,39479300
2017-08-04,7750.000000,7800.000000,7650.000000,7775.000000,6861.169922,62576700
2017-08-07,7800.000000,7950.000000,7775.000000,7900.000000,6971.478027,58213100
2017-08-08,7925.000000,8000.000000,7900.000000,8000.000000,7059.724609,49160800
2017-08-09,8000.000000,8000.000000,7900.000000,8000.000000,7059.724609,30630400
2017-08-10,7975.000000,8000.000000,7850.000000,7925.000000,6993.539063,32682600
2017-08-11,7900.000000,7900.000000,7725.000000,7775.000000,6861.169922,40834900
2017-08-14,7800.000000,7925.000000,7775.000000,7850.000000,6927.354492,27663800
2017-08-15,7875.000000,7900.000000,7800.000000,7825.000000,6905.292969,25118000
2017-08-16,7800.000000,7875.000000,7775.000000,7850.000000,6927.354492,23947900
2017-08-17,7850.000000,7850.000000,7850.000000,7850.000000,6927.354492,0
2017-08-18,7825.000000,7975.000000,7800.000000,7900.000000,6971.478027,69231100
2017-08-21,7900.000000,7950.000000,7775.000000,7875.000000,6949.416992,39339900
2017-08-22,7825.000000,7950.000000,7825.000000,7925.000000,6993.539063,21229100
2017-08-23,7975.000000,8000.000000,7900.000000,7975.000000,7037.662598,22579300
2017-08-24,7900.000000,8050.000000,7900.000000,7975.000000,7037.662598,33232300
2017-08-25,8000.000000,8000.000000,7950.000000,8000.000000,7059.724609,14260900
2017-08-28,7975.000000,8025.000000,7950.000000,8000.000000,7059.724609,13320400
2017-08-29,7925.000000,7950.000000,7825.000000,7900.000000,6971.478027,23577800
2017-08-30,7900.000000,7950.000000,7850.000000,7875.000000,6949.416992,19964000
2017-08-31,7850.000000,7925.000000,7850.000000,7875.000000,6949.416992,16196800
2017-09-01,7875.000000,7875.000000,7875.000000,7875.000000,6949.416992,0
2017-09-04,7925.000000,7925.000000,7750.000000,7750.000000,6839.108398,25464400
2017-09-05,7650.000000,7825.000000,7650.000000,7800.000000,6883.230957,32642400
2017-09-06,7725.000000,7850.000000,7725.000000,7825.000000,6905.292969,21294500
2017-09-07,7725.000000,7725.000000,7625.000000,7650.000000,6750.861816,66835400
2017-09-08,7700.000000,7850.000000,7700.000000,7825.000000,6905.292969,21174500
2017-09-11,7900.000000,7950.000000,7875.000000,7900.000000,6971.478027,23092100
2017-09-12,7900.000000,7925.000000,7875.000000,7900.000000,6971.478027,20592600
2017-09-13,7900.000000,7925.000000,7875.000000,7900.000000,6971.478027,18785000
2017-09-14,7900.000000,7950.000000,7875.000000,7900.000000,6971.478027,23106600
2017-09-15,7850.000000,7900.000000,7800.000000,7850.000000,6927.354492,68407700
2017-09-18,7900.000000,7900.000000,7825.000000,7850.000000,6927.354492,13151900
2017-09-19,7850.000000,7925.000000,7775.000000,7925.000000,6993.539063,29776800
2017-09-20,7900.000000,7925.000000,7775.000000,7825.000000,6905.292969,29674000
2017-09-21,7825.000000,7825.000000,7825.000000,7825.000000,6905.292969,0
2017-09-22,7750.000000,7825.000000,7725.000000,7775.000000,6861.169922,26283500
2017-09-25,7775.000000,7825.000000,7725.000000,7800.000000,6883.230957,11458400
2017-09-26,7750.000000,7850.000000,7750.000000,7800.000000,6883.230957,24368000
2017-09-27,7825.000000,7850.000000,7775.000000,7825.000000,6905.292969,26298600
2017-09-28,7800.000000,7850.000000,7700.000000,7700.000000,6794.983887,39139000
2017-09-29,7725.000000,7950.000000,7725.000000,7900.000000,6971.478027,46487800
2017-10-02,7900.000000,7950.000000,7875.000000,7925.000000,6993.539063,9926400
2017-10-03,7900.000000,8025.000000,7800.000000,8000.000000,7109.061523,21948000
2017-10-04,8000.000000,8050.000000,7975.000000,8000.000000,7109.061523,13975000
2017-10-05,8025.000000,8025.000000,7925.000000,7950.000000,7064.629395,14579200
2017-10-06,8025.000000,8025.000000,7950.000000,7975.000000,7086.845703,22631900
2017-10-09,8000.000000,8025.000000,7975.000000,7975.000000,7086.845703,6730400
2017-10-10,7950.000000,8025.000000,7950.000000,7975.000000,7086.845703,20537300
2017-10-11,7975.000000,8025.000000,7900.000000,8025.000000,7131.277344,21573000
2017-10-12,8050.000000,8200.000000,8025.000000,8200.000000,7286.787598,22737500
2017-10-13,8175.000000,8475.000000,8150.000000,8475.000000,7531.161621,41940300
2017-10-16,8475.000000,8525.000000,8275.000000,8375.000000,7442.298828,26598000
2017-10-17,8300.000000,8325.000000,8100.000000,8250.000000,7331.220215,37010200
2017-10-18,8150.000000,8200.000000,8025.000000,8050.000000,7153.493164,32143300
2017-10-19,8050.000000,8100.000000,7925.000000,7925.000000,7042.413574,32412000
2017-10-20,8000.000000,8150.000000,7950.000000,8000.000000,7109.061523,24764300
2017-10-23,8000.000000,8150.000000,8000.000000,8050.000000,7153.493164,12519500
2017-10-24,8000.000000,8200.000000,8000.000000,8175.000000,7264.572754,14194000
2017-10-25,8200.000000,8200.000000,8050.000000,8150.000000,7242.356445,31668600
2017-10-26,8150.000000,8150.000000,7975.000000,8000.000000,7109.061523,21507300
2017-10-27,7975.000000,8075.000000,7900.000000,7900.000000,7020.198242,25414900
2017-10-30,7950.000000,8025.000000,7900.000000,8000.000000,7109.061523,20373600
2017-10-31,8075.000000,8075.000000,8000.000000,8000.000000,7109.061523,20477100
2017-11-01,8000.000000,8100.000000,8000.000000,8075.000000,7175.709473,20372200
2017-11-02,8100.000000,8200.000000,8075.000000,8150.000000,7242.356445,27319900
2017-11-03,8150.000000,8150.000000,8025.000000,8100.000000,7197.925293,18109000
2017-11-06,8075.000000,8125.000000,8050.000000,8075.000000,7175.709473,13226900
2017-11-07,8075.000000,8200.000000,8050.000000,8200.000000,7286.787598,14733300
2017-11-08,8150.000000,8300.000000,8100.000000,8300.000000,7375.651367,17351000
2017-11-09,8300.000000,8325.000000,8225.000000,8275.000000,7353.435059,19154200
2017-11-10,8225.000000,8425.000000,8200.000000,8350.000000,7420.083008,21907200
2017-11-13,8350.000000,8375.000000,8300.000000,8350.000000,7420.083008,19112700
2017-11-14,8350.000000,8375.000000,8275.000000,8300.000000,7375.651367,30370500
2017-11-15,8300.000000,8300.000000,8150.000000,8175.000000,7264.572754,27970500
2017-11-16,8200.000000,8300.000000,8175.000000,8250.000000,7331.220215,18888400
2017-11-17,8300.000000,8325.000000,8200.000000,8200.000000,7286.787598,18047300
2017-11-20,8300.000000,8300.000000,8200.000000,8200.000000,7286.787598,15859900
2017-11-21,8175.000000,8250.000000,8075.000000,8125.000000,7220.141113,20031300
2017-11-22,8150.000000,8450.000000,8150.000000,8450.000000,7508.946777,44718900
2017-11-23,8500.000000,8500.000000,8400.000000,8475.000000,7531.161621,22538000
2017-11-24,8400.000000,8550.000000,8375.000000,8550.000000,7597.809570,16053600
2017-11-27,8475.000000,8600.000000,8450.000000,8525.000000,7575.593750,29480600
2017-11-28,8450.000000,8450.000000,8350.000000,8375.000000,7442.298828,37782300
2017-11-29,8375.000000,8400.000000,8325.000000,8350.000000,7420.083008,20756600
2017-11-30,8300.000000,8350.000000,7975.000000,7975.000000,7086.845703,66309200
2017-12-01,7975.000000,7975.000000,7975.000000,7975.000000,7086.845703,0
2017-12-04,8175.000000,8300.000000,8100.000000,8100.000000,7197.925293,42133200
2017-12-05,8125.000000,8300.000000,8125.000000,8200.000000,7286.787598,28286400
2017-12-06,8150.000000,8475.000000,8150.000000,8350.000000,7420.083008,35433100
2017-12-07,8350.000000,8375.000000,8275.000000,8300.000000,7375.651367,13232000
2017-12-08,8250.000000,8325.000000,8225.000000,8250.000000,7331.220215,10274500
2017-12-11,8250.000000,8450.000000,8250.000000,8400.000000,7464.515137,16605000
2017-12-12,8450.000000,8450.000000,8175.000000,8200.000000,7286.787598,35361100
2017-12-13,8175.000000,8200.000000,8075.000000,8100.000000,7197.925293,29885700
2017-12-14,8200.000000,8350.000000,8150.000000,8325.000000,7397.867188,32461700
2017-12-15,8325.000000,8325.000000,8200.000000,8300.000000,7375.651367,27656800
2017-12-18,8200.000000,8275.000000,8075.000000,8175.000000,7264.572754,24673600
2017-12-19,8150.000000,8200.000000,8125.000000,8175.000000,7264.572754,18550800
2017-12-20,8150.000000,8175.000000,7975.000000,8000.000000,7109.061523,38299700
2017-12-21,8050.000000,8175.000000,8025.000000,8100.000000,7197.925293,15656700
2017-12-22,8100.000000,8200.000000,8075.000000,8200.000000,7286.787598,15451000
2017-12-25,8200.000000,8200.000000,8200.000000,8200.000000,7286.787598,0
2017-12-26,8200.000000,8200.000000,8200.000000,8200.000000,7286.787598,0
2017-12-27,8200.000000,8225.000000,8125.000000,8150.000000,7242.356445,28066200
2017-12-28,8200.000000,8200.000000,8025.000000,8050.000000,7153.493164,43106600
2017-12-29,8150.000000,8350.000000,8100.000000,8300.000000,7375.651367,89127600
2018-01-01,8300.000000,8300.000000,8300.000000,8300.000000,7375.651367,0
2018-01-02,8300.000000,8400.000000,8150.000000,8200.000000,7286.787598,24661300
2018-01-03,8250.000000,8250.000000,8000.000000,8050.000000,7153.493164,40976100
2018-01-04,8075.000000,8225.000000,8050.000000,8225.000000,7309.003906,30604400
2018-01-05,8150.000000,8300.000000,8125.000000,8300.000000,7375.651367,18885300
2018-01-08,8300.000000,8325.000000,8200.000000,8300.000000,7375.651367,17178400
2018-01-09,8300.000000,8300.000000,8150.000000,8175.000000,7264.572754,23323800
2018-01-10,8275.000000,8300.000000,8175.000000,8275.000000,7353.435059,29616100
2018-01-11,8275.000000,8275.000000,8125.000000,8250.000000,7331.220215,19294700
2018-01-12,8200.000000,8250.000000,8175.000000,8175.000000,7264.572754,15456000
2018-01-15,8175.000000,8200.000000,8125.000000,8175.000000,7264.572754,12912900
2018-01-16,8200.000000,8250.000000,8125.000000,8225.000000,7309.003906,25472200
2018-01-17,8150.000000,8300.000000,8125.000000,8200.000000,7286.787598,44342900
2018-01-18,8275.000000,8300.000000,8200.000000,8300.000000,7375.651367,41790200
2018-01-19,8300.000000,8350.000000,8250.000000,8350.000000,7420.083008,28789700
2018-01-22,8350.000000,8350.000000,8200.000000,8250.000000,7331.220215,40680600
2018-01-23,8300.000000,8525.000000,8250.000000,8525.000000,7575.593750,39074200
2018-01-24,8525.000000,8750.000000,8450.000000,8725.000000,7753.319336,36840200
2018-01-25,8675.000000,8750.000000,8625.000000,8725.000000,7753.319336,27585500
2018-01-26,8725.000000,8725.000000,8500.000000,8625.000000,7664.458008,24505100
2018-01-29,8650.000000,8675.000000,8500.000000,8650.000000,7686.673828,17150200
2018-01-30,8650.000000,8650.000000,8400.000000,8425.000000,7486.730957,23643200
2018-01-31,8400.000000,8700.000000,8375.000000,8500.000000,7553.377930,29112000
2018-02-01,8525.000000,8750.000000,8525.000000,8575.000000,7620.026367,31700800
2018-02-02,8700.000000,8750.000000,8625.000000,8700.000000,7731.104004,24482800
2018-02-05,8500.000000,8650.000000,8450.000000,8525.000000,7575.593750,23045600
2018-02-06,8350.000000,8475.000000,8350.000000,8425.000000,7486.730957,33410900
2018-02-07,8500.000000,8600.000000,8375.000000,8450.000000,7508.946777,31215400
2018-02-08,8500.000000,8525.000000,8350.000000,8375.000000,7442.298828,28406900
2018-02-09,8250.000000,8350.000000,8175.000000,8200.000000,7286.787598,64748600
2018-02-12,8300.000000,8300.000000,8200.000000,8200.000000,7286.787598,20368800
2018-02-13,8200.000000,8300.000000,8200.000000,8275.000000,7353.435059,30608200
2018-02-14,8275.000000,8375.000000,8275.000000,8375.000000,7442.298828,24033700
2018-02-15,8425.000000,8425.000000,8275.000000,8275.000000,7353.435059,14832000
2018-02-16,8275.000000,8275.000000,8275.000000,8275.000000,7353.435059,0
2018-02-19,8350.000000,8425.000000,8300.000000,8425.000000,7486.730957,22998500
2018-02-20,8350.000000,8375.000000,8250.000000,8300.000000,7375.651367,17276200
2018-02-21,8325.000000,8350.000000,8125.000000,8175.000000,7264.572754,43896000
2018-02-22,8200.000000,8225.000000,8000.000000,8000.000000,7109.061523,33253700
2018-02-23,8125.000000,8250.000000,8100.000000,8200.000000,7286.787598,29457600
2018-02-26,8200.000000,8225.000000,8050.000000,8100.000000,7197.925293,23816800
2018-02-27,8100.000000,8200.000000,8075.000000,8200.000000,7286.787598,23718200
2018-02-28,8175.000000,8175.000000,8075.000000,8075.000000,7175.709473,45102600
2018-03-01,8100.000000,8175.000000,8075.000000,8075.000000,7175.709473,25963100
2018-03-02,8075.000000,8150.000000,8025.000000,8150.000000,7242.356445,15833800
2018-03-05,8175.000000,8175.000000,8075.000000,8150.000000,7242.356445,19421500
2018-03-06,8200.000000,8200.000000,8025.000000,8050.000000,7153.493164,29864500
2018-03-07,8000.000000,8025.000000,7775.000000,7825.000000,6953.550293,56371600
2018-03-08,7925.000000,7925.000000,7775.000000,7850.000000,6975.766602,45172700
2018-03-09,7900.000000,7900.000000,7750.000000,7775.000000,6909.119141,26855700
2018-03-12,7850.000000,7875.000000,7775.000000,7800.000000,6931.334961,34352400
2018-03-13,7775.000000,7775.000000,7675.000000,7700.000000,6842.471680,29718200
2018-03-14,7650.000000,7725.000000,7575.000000,7575.000000,6731.393066,25878500
2018-03-15,7525.000000,7575.000000,7425.000000,7450.000000,6620.313477,38893700
2018-03-16,7450.000000,7525.000000,7350.000000,7450.000000,6620.313477,93558800
2018-03-19,7450.000000,7475.000000,7250.000000,7275.000000,6464.802246,44260000
2018-03-20,7225.000000,7350.000000,7200.000000,7300.000000,6487.018066,53047800
2018-03-21,7350.000000,7350.000000,7275.000000,7300.000000,6487.018066,41451100
2018-03-22,7350.000000,7450.000000,7325.000000,7350.000000,6531.450195,40302400
2018-03-23,7050.000000,7275.000000,7050.000000,7275.000000,6464.802246,38206300
2018-03-26,7275.000000,7275.000000,7175.000000,7225.000000,6420.371094,22640900
2018-03-27,7300.000000,7375.000000,7250.000000,7300.000000,6487.018066,24060300
2018-03-28,7225.000000,7250.000000,7075.000000,7100.000000,6309.291992,32341200
2018-03-29,7175.000000,7325.000000,7050.000000,7300.000000,6487.018066,40859700
2018-03-30,7300.000000,7300.000000,7300.000000,7300.000000,6487.018066,0
2018-04-02,7350.000000,7600.000000,7300.000000,7550.000000,6709.176270,30899400
2018-04-03,7500.000000,7750.000000,7450.000000,7675.000000,6820.255859,30007800
2018-04-04,7675.000000,7675.000000,7475.000000,7575.000000,6731.393066,22563400
2018-04-05,7625.000000,7650.000000,7475.000000,7600.000000,6753.608398,16561500
2018-04-06,7600.000000,7600.000000,7525.000000,7525.000000,6686.961426,8268700
2018-04-09,7550.000000,7750.000000,7550.000000,7750.000000,6886.904297,17097200
2018-04-10,7700.000000,7850.000000,7675.000000,7825.000000,6953.550293,27654600
2018-04-11,7875.000000,7975.000000,7850.000000,7950.000000,7064.629395,34716800
2018-04-12,7850.000000,7925.000000,7700.000000,7725.000000,6864.687988,26558600
2018-04-13,7750.000000,7825.000000,7525.000000,7525.000000,6686.961426,17816300
2018-04-16,7525.000000,7525.000000,7525.000000,7525.000000,6686.961426,0
2018-04-17,7525.000000,7525.000000,7525.000000,7525.000000,6686.961426,0
2018-04-18,7625.000000,7625.000000,7475.000000,7525.000000,6686.961426,23356500
2018-04-19,7525.000000,7525.000000,7525.000000,7525.000000,6686.961426,0
2018-04-20,7525.000000,7525.000000,7525.000000,7525.000000,6686.961426,0
2018-04-23,7600.000000,7600.000000,7475.000000,7475.000000,6642.529297,12648900
2018-04-24,7400.000000,7475.000000,7300.000000,7325.000000,6509.234863,33995200
2018-04-25,7325.000000,7325.000000,7325.000000,7325.000000,6509.234863,0
2018-04-26,7325.000000,7325.000000,7325.000000,7325.000000,6509.234863,0
2018-04-27,7325.000000,7325.000000,7325.000000,7325.000000,6509.234863,0
2018-04-30,7275.000000,7300.000000,7150.000000,7150.000000,6353.724121,20489400
2018-05-01,7150.000000,7150.000000,7150.000000,7150.000000,6353.724121,0
2018-05-02,7200.000000,7375.000000,7150.000000,7375.000000,6553.666016,28029500
2018-05-03,7375.000000,7400.000000,7275.000000,7275.000000,6464.802246,38116700
2018-05-04,7200.000000,7300.000000,7125.000000,7250.000000,6559.807129,20155100
2018-05-07,7300.000000,7300.000000,7050.000000,7075.000000,6401.466797,24167400
2018-05-08,7075.000000,7100.000000,6825.000000,6950.000000,6288.366699,45877500
2018-05-09,6800.000000,7125.000000,6800.000000,7100.000000,6424.086914,51249600
2018-05-10,7100.000000,7100.000000,7100.000000,7100.000000,6424.086914,0
2018-05-11,7150.000000,7200.000000,7050.000000,7050.000000,6378.846680,21370800
2018-05-14,6950.000000,7100.000000,6950.000000,7025.000000,6356.227051,28081600
2018-05-15,7025.000000,7100.000000,6925.000000,6925.000000,6265.746582,30656400
2018-05-16,6900.000000,6925.000000,6650.000000,6900.000000,6243.126953,39298500
2018-05-17,6900.000000,6925.000000,6725.000000,6725.000000,6084.786133,31996300
2018-05-18,6800.000000,6800.000000,6525.000000,6525.000000,5903.826172,32946300
2018-05-21,6600.000000,6675.000000,6525.000000,6525.000000,5903.826172,19666000
2018-05-22,6575.000000,7000.000000,6550.000000,6950.000000,6288.366699,52564600
2018-05-23,7000.000000,7225.000000,6950.000000,7000.000000,6333.606445,46432300
2018-05-24,7150.000000,7300.000000,7125.000000,7225.000000,6537.186523,31517700
2018-05-25,7275.000000,7275.000000,7050.000000,7250.000000,6559.807129,23149300
2018-05-28,7100.000000,7300.000000,7100.000000,7175.000000,6491.946777,20768800
2018-05-29,7175.000000,7175.000000,7175.000000,7175.000000,6491.946777,0
2018-05-30,7125.000000,7200.000000,6950.000000,7000.000000,6333.606445,38264900
2018-05-31,7075.000000,7150.000000,6850.000000,6900.000000,6243.126953,99330400
2018-06-01,6900.000000,6900.000000,6900.000000,6900.000000,6243.126953,0
2018-06-04,7050.000000,7100.000000,6975.000000,7000.000000,6333.606445,29071700
2018-06-05,6950.000000,7050.000000,6950.000000,7000.000000,6333.606445,32973400
2018-06-06,7000.000000,7025.000000,6950.000000,6975.000000,6310.986328,27978000
2018-06-07,7000.000000,7025.000000,6950.000000,6975.000000,6310.986328,34005400
2018-06-08,6875.000000,6975.000000,6875.000000,6900.000000,6243.126953,82723800
2018-06-11,6900.000000,6900.000000,6900.000000,6900.000000,6243.126953,0
2018-06-12,6900.000000,6900.000000,6900.000000,6900.000000,6243.126953,0
2018-06-13,6900.000000,6900.000000,6900.000000,6900.000000,6243.126953,0
2018-06-14,6900.000000,6900.000000,6900.000000,6900.000000,6243.126953,0
2018-06-15,6900.000000,6900.000000,6900.000000,6900.000000,6243.126953,0
2018-06-18,6900.000000,6900.000000,6900.000000,6900.000000,6243.126953,0
2018-06-19,6900.000000,6900.000000,6900.000000,6900.000000,6243.126953,0
2018-06-20,6850.000000,6950.000000,6625.000000,6950.000000,6288.366699,94750500
2018-06-21,7100.000000,7100.000000,6675.000000,6675.000000,6039.547363,40710000
2018-06-22,6675.000000,6675.000000,6575.000000,6600.000000,5971.686035,30220100
2018-06-25,6700.000000,6725.000000,6575.000000,6600.000000,5971.686035,35216300
