Date,Open,High,Low,Close,Adj Close,Volume
2017-02-23,8125.000000,8125.000000,8000.000000,8075.000000,6715.697754,4173100
2017-02-24,7975.000000,8150.000000,7975.000000,8100.000000,6736.489746,3257300
2017-02-27,8100.000000,8100.000000,7975.000000,7975.000000,6632.531250,3414400
2017-02-28,7950.000000,8125.000000,7950.000000,8125.000000,6757.280762,7012500
2017-03-01,8150.000000,8175.000000,8000.000000,8000.000000,6653.323242,7024400
2017-03-02,8100.000000,8150.000000,8025.000000,8025.000000,6674.115234,6605000
2017-03-03,8100.000000,8100.000000,8000.000000,8050.000000,6694.906738,5377900
2017-03-06,8050.000000,8100.000000,8025.000000,8075.000000,6715.697754,3315200
2017-03-07,8050.000000,8075.000000,7975.000000,8025.000000,6674.115234,3497600
2017-03-08,7975.000000,8050.000000,7950.000000,7975.000000,6632.531250,3772200
2017-03-09,8000.000000,8000.000000,7925.000000,8000.000000,6653.323242,2017800
2017-03-10,8050.000000,8050.000000,7875.000000,7925.000000,6590.948242,4617900
2017-03-13,7925.000000,8000.000000,7875.000000,7950.000000,6611.740234,1300000
2017-03-14,7875.000000,8000.000000,7875.000000,7925.000000,6590.948242,17856800
2017-03-15,7925.000000,8075.000000,7925.000000,7975.000000,6632.531250,6909400
2017-03-16,8050.000000,8375.000000,8050.000000,8300.000000,6902.822754,15511000
2017-03-17,8375.000000,8525.000000,8275.000000,8325.000000,6923.614258,17094300
2017-03-20,8325.000000,8325.000000,8100.000000,8175.000000,6798.864746,6339500
2017-03-21,8225.000000,8225.000000,8000.000000,8125.000000,6757.280762,9418800
2017-03-22,8075.000000,8100.000000,7975.000000,8100.000000,6736.489746,14244800
2017-03-23,8100.000000,8150.000000,8025.000000,8075.000000,6715.697754,5941800
2017-03-24,8200.000000,8300.000000,8025.000000,8050.000000,6694.906738,14880900
2017-03-27,7950.000000,8125.000000,7950.000000,7950.000000,6611.740234,9061400
2017-03-29,8050.000000,8150.000000,7950.000000,8000.000000,6653.323242,18234400
2017-03-30,8000.000000,8050.000000,7950.000000,8000.000000,6653.323242,7205400
2017-03-31,8025.000000,8025.000000,7950.000000,8000.000000,6653.323242,10022300
2017-04-03,7950.000000,8075.000000,7950.000000,8000.000000,6653.323242,5892000
2017-04-04,8050.000000,8100.000000,7975.000000,8075.000000,6715.697754,8092000
2017-04-05,8075.000000,8075.000000,8075.000000,8075.000000,6715.697754,0
2017-04-06,8025.000000,8025.000000,7950.000000,8000.000000,6653.323242,4195500
2017-04-07,7950.000000,8000.000000,7925.000000,7975.000000,6632.531250,7729500
2017-04-10,7975.000000,8000.000000,7925.000000,7975.000000,6632.531250,6438400
2017-04-11,7950.000000,8000.000000,7950.000000,7975.000000,6632.531250,9772700
2017-04-12,7975.000000,8075.000000,7925.000000,7975.000000,6632.531250,4027900
2017-04-13,8000.000000,8000.000000,7925.000000,7975.000000,6632.531250,3379400
2017-04-17,7950.000000,8000.000000,7925.000000,7975.000000,6632.531250,5392700
2017-04-18,7975.000000,8000.000000,7950.000000,7950.000000,6611.740234,5197600
2017-04-19,7950.000000,7950.000000,7950.000000,7950.000000,6611.740234,0
2017-04-20,7925.000000,8000.000000,7925.000000,7950.000000,6611.740234,4689400
2017-04-21,7925.000000,8100.000000,7925.000000,8025.000000,6674.115234,5063500
2017-04-25,8100.000000,8125.000000,8025.000000,8100.000000,6736.489746,7333600
2017-04-26,8125.000000,8175.000000,8075.000000,8125.000000,6757.280762,9944100
2017-04-27,8225.000000,8500.000000,8200.000000,8450.000000,7027.573242,63743900
2017-04-28,8525.000000,8525.000000,8350.000000,8375.000000,6965.197754,14963600
2017-05-02,8325.000000,8500.000000,8300.000000,8425.000000,7006.781250,13445900
2017-05-03,8500.000000,8550.000000,8400.000000,8475.000000,7048.364258,22302800
2017-05-04,8475.000000,8525.000000,8425.000000,8475.000000,7048.364258,17737700
2017-05-05,8500.000000,8500.000000,8400.000000,8475.000000,7048.364258,7505100
2017-05-08,8500.000000,8575.000000,8425.000000,8450.000000,7027.573242,13372200
2017-05-09,8525.000000,8525.000000,8450.000000,8475.000000,7048.364258,7634800
2017-05-10,8500.000000,8525.000000,8325.000000,8400.000000,6985.989258,7460500
2017-05-12,8300.000000,8500.000000,8300.000000,8475.000000,7048.364258,6216200
2017-05-15,8475.000000,8500.000000,8400.000000,8475.000000,7048.364258,3717300
2017-05-16,8525.000000,8525.000000,8375.000000,8375.000000,6965.197754,7650800
2017-05-17,8350.000000,8500.000000,8325.000000,8475.000000,7048.364258,14161700
2017-05-18,8350.000000,8500.000000,8325.000000,8450.000000,7027.573242,17968600
2017-05-19,8450.000000,9000.000000,8400.000000,8650.000000,7193.905762,12826900
2017-05-22,8775.000000,8800.000000,8575.000000,8700.000000,7235.488770,22704000
2017-05-23,8725.000000,8800.000000,8650.000000,8800.000000,7318.656250,16512000
2017-05-24,8600.000000,8800.000000,8600.000000,8800.000000,7318.656250,13258200
2017-05-26,8725.000000,8800.000000,8650.000000,8750.000000,7277.072266,10230300
2017-05-29,8800.000000,8850.000000,8700.000000,8850.000000,7360.238770,2667300
2017-05-30,8900.000000,8925.000000,8750.000000,8775.000000,7297.864258,9242600
2017-05-31,8775.000000,8775.000000,8650.000000,8750.000000,7277.072266,13099200
2017-06-01,8750.000000,8750.000000,8750.000000,8750.000000,7277.072266,0
2017-06-02,8850.000000,8850.000000,8700.000000,8825.000000,7339.446777,7398200
2017-06-05,8875.000000,8900.000000,8800.000000,8875.000000,7381.030273,4884500
2017-06-06,8925.000000,8950.000000,8875.000000,8875.000000,7381.030273,7211900
2017-06-07,8875.000000,8950.000000,8875.000000,8925.000000,7422.613281,3348100
